"timestamp","ip","path","status","method","traffic_class","risk_score","primary_reason"
2025-11-01 08:40:00,"10.1.164.181","/global-search",403,"GET","Malicious",23,"Admin Access"
2025-11-01 08:45:00,"10.1.169.9","/resources",200,"GET","Malicious",50,"Normal Traffic"
2025-11-01 08:50:00,"10.1.217.147","/api",404,"GET","Legitimate",3,"Normal Traffic"
2025-11-01 08:55:00,"10.1.237.10","/resources",200,"GET","Malicious",16,"Normal Traffic"
2025-11-01 09:00:00,"10.1.211.254","/admin",404,"GET","Malicious",40,"Admin Access"
2025-11-01 09:05:00,"10.1.98.62","/admin",404,"GET","Legitimate",47,"Admin Access"
2025-11-01 09:10:00,"10.1.217.147","/global-search",403,"GET","Legitimate",27,"Admin Access"
2025-11-01 09:15:00,"10.1.71.169","/api",200,"GET","Malicious",0,"Suspicious Parameters"
2025-11-01 09:20:00,"10.1.228.155","/global-search",200,"GET","Malicious",36,"Suspicious Parameters"
2025-11-01 09:25:00,"10.1.245.186","/api",200,"GET","Malicious",20,"Normal Traffic"
2025-11-01 09:30:00,"10.1.245.186","/admin",200,"GET","Legitimate",9,"Normal Traffic"
2025-11-01 09:35:00,"10.1.64.24","/resources",403,"GET","Malicious",4,"Normal Traffic"
2025-11-01 09:40:00,"10.1.247.27","/global-search",200,"GET","Legitimate",18,"Bot Scanning"
2025-11-01 09:45:00,"10.1.214.120","/api",200,"GET","Malicious",36,"Admin Access"
2025-11-01 09:50:00,"10.1.54.132","/admin",200,"GET","Malicious",49,"Normal Traffic"
2025-11-01 09:55:00,"10.1.28.35","/admin",404,"GET","Malicious",49,"Suspicious Parameters"
2025-11-01 10:00:00,"10.1.42.213","/admin",404,"GET","Legitimate",26,"Normal Traffic"
2025-11-01 10:05:00,"10.1.72.143","/admin",404,"GET","Malicious",50,"Admin Access"
2025-11-01 10:10:00,"10.1.3.12","/admin",403,"GET","Malicious",12,"Bot Scanning"
2025-11-01 10:15:00,"10.1.81.216","/global-search",404,"GET","Suspicious",47,"Bot Scanning"
2025-11-01 10:20:00,"10.1.192.45","/admin",404,"GET","Suspicious",20,"Suspicious Parameters"
2025-11-01 10:25:00,"10.1.24.126","/admin",404,"GET","Malicious",31,"Bot Scanning"
2025-11-01 10:30:00,"10.1.153.161","/admin",200,"GET","Malicious",39,"Normal Traffic"
2025-11-01 10:35:00,"10.1.71.169","/resources",404,"GET","Legitimate",18,"Admin Access"
2025-11-01 10:40:00,"10.1.42.213","/resources",403,"GET","Malicious",46,"Normal Traffic"
2025-11-01 10:45:00,"10.1.211.254","/global-search",200,"GET","Malicious",38,"Normal Traffic"
2025-11-01 10:50:00,"10.1.39.50","/resources",500,"GET","Malicious",29,"Suspicious Parameters"
2025-11-01 10:55:00,"10.1.148.149","/resources",200,"GET","Malicious",47,"Suspicious Parameters"
2025-11-01 11:00:00,"10.1.180.172","/resources",200,"GET","Legitimate",11,"Suspicious Parameters"
2025-11-01 11:05:00,"10.1.103.101","/global-search",200,"GET","Malicious",40,"Bot Scanning"
2025-11-01 11:10:00,"10.1.225.222","/api",403,"GET","Legitimate",30,"Normal Traffic"
2025-11-01 11:15:00,"10.1.98.62","/api",404,"GET","Legitimate",43,"Bot Scanning"
2025-11-01 11:20:00,"10.1.228.155","/api",404,"GET","Legitimate",49,"Suspicious Parameters"
2025-11-01 11:25:00,"10.1.102.46","/global-search",200,"GET","Malicious",31,"Normal Traffic"
2025-11-01 11:30:00,"10.1.148.149","/api",404,"GET","Malicious",46,"Normal Traffic"
2025-11-01 11:35:00,"10.1.156.200","/admin",200,"GET","Legitimate",4,"Suspicious Parameters"
2025-11-01 11:40:00,"10.1.88.137","/api",200,"GET","Legitimate",19,"Normal Traffic"
2025-11-01 11:45:00,"10.1.151.207","/admin",200,"GET","Malicious",9,"Admin Access"
2025-11-01 11:50:00,"10.1.40.4","/resources",403,"GET","Malicious",2,"Bot Scanning"
2025-11-01 11:55:00,"10.1.244.0","/admin",200,"GET","Legitimate",12,"Suspicious Parameters"
2025-11-01 12:00:00,"10.1.233.246","/global-search",404,"GET","Malicious",17,"Suspicious Parameters"
2025-11-01 12:05:00,"10.1.127.123","/admin",200,"GET","Malicious",15,"Admin Access"
2025-11-01 12:10:00,"10.1.0.188","/resources",404,"GET","Legitimate",43,"Admin Access"
2025-11-01 12:15:00,"10.1.153.144","/api",200,"GET","Malicious",33,"Normal Traffic"
2025-11-01 12:20:00,"10.1.151.207","/admin",403,"GET","Malicious",47,"Admin Access"
2025-11-01 12:25:00,"10.1.48.151","/admin",404,"GET","Malicious",43,"Admin Access"
2025-11-01 12:30:00,"10.1.46.193","/global-search",404,"GET","Malicious",33,"Admin Access"
2025-11-01 12:35:00,"10.1.39.232","/global-search",404,"GET","Malicious",27,"Suspicious Parameters"
2025-11-01 12:40:00,"10.1.163.13","/admin",200,"GET","Legitimate",36,"Bot Scanning"
2025-11-01 12:45:00,"10.1.185.192","/global-search",403,"GET","Malicious",37,"Suspicious Parameters"
2025-11-01 12:50:00,"10.1.207.84","/resources",403,"GET","Malicious",46,"Bot Scanning"
2025-11-01 12:55:00,"10.1.176.164","/admin",404,"GET","Legitimate",11,"Admin Access"
2025-11-01 13:00:00,"10.1.227.55","/admin",404,"GET","Malicious",2,"Admin Access"
2025-11-01 13:05:00,"10.1.227.153","/api",404,"GET","Malicious",29,"Bot Scanning"
2025-11-01 13:10:00,"10.1.111.249","/api",200,"GET","Suspicious",8,"Admin Access"
2025-11-01 13:15:00,"10.1.129.83","/resources",403,"GET","Malicious",11,"Normal Traffic"
2025-11-01 13:20:00,"10.1.192.45","/global-search",200,"GET","Legitimate",20,"Admin Access"
2025-11-01 13:25:00,"10.1.220.2","/admin",403,"GET","Malicious",26,"Bot Scanning"
2025-11-01 13:30:00,"10.1.26.77","/resources",404,"GET","Malicious",11,"Normal Traffic"
2025-11-01 13:35:00,"10.1.88.34","/admin",200,"GET","Malicious",25,"Bot Scanning"
2025-11-01 13:40:00,"10.1.102.46","/admin",200,"GET","Malicious",8,"Normal Traffic"
2025-11-01 13:45:00,"10.1.182.170","/api",403,"GET","Malicious",8,"Normal Traffic"
2025-11-01 13:50:00,"10.1.164.184","/resources",200,"GET","Suspicious",22,"Admin Access"
2025-11-01 13:55:00,"10.1.64.24","/resources",404,"GET","Malicious",21,"Suspicious Parameters"
2025-11-01 14:00:00,"10.1.177.123","/resources",200,"GET","Legitimate",33,"Admin Access"
2025-11-01 14:05:00,"10.1.42.113","/api",403,"GET","Malicious",11,"Suspicious Parameters"
2025-11-01 14:10:00,"10.1.127.162","/resources",200,"GET","Malicious",26,"Bot Scanning"
2025-11-01 14:15:00,"10.1.127.123","/api",200,"GET","Malicious",1,"Normal Traffic"
2025-11-01 14:20:00,"10.1.156.9","/api",200,"GET","Legitimate",17,"Admin Access"
2025-11-01 14:25:00,"10.1.185.225","/api",500,"GET","Malicious",47,"Admin Access"
2025-11-01 14:30:00,"10.1.143.85","/admin",200,"GET","Legitimate",13,"Normal Traffic"
2025-11-01 14:35:00,"10.1.24.126","/admin",200,"GET","Malicious",42,"Normal Traffic"
2025-11-01 14:40:00,"10.1.135.179","/global-search",200,"GET","Legitimate",31,"Bot Scanning"
2025-11-01 14:45:00,"10.1.164.181","/api",404,"GET","Malicious",4,"Suspicious Parameters"
2025-11-01 14:50:00,"10.1.180.172","/resources",200,"GET","Legitimate",33,"Admin Access"
2025-11-01 14:55:00,"10.1.245.186","/admin",404,"GET","Malicious",18,"Bot Scanning"
2025-11-01 15:00:00,"10.1.247.138","/global-search",404,"GET","Legitimate",27,"Admin Access"
2025-11-01 15:05:00,"10.1.100.180","/api",200,"GET","Suspicious",4,"Suspicious Parameters"
2025-11-01 15:10:00,"10.1.114.150","/api",404,"GET","Legitimate",7,"Suspicious Parameters"
2025-11-01 15:15:00,"10.1.103.101","/resources",404,"GET","Malicious",34,"Bot Scanning"
2025-11-01 15:20:00,"10.1.255.29","/resources",404,"GET","Legitimate",27,"Bot Scanning"
2025-11-01 15:25:00,"10.1.142.186","/global-search",404,"GET","Legitimate",20,"Normal Traffic"
2025-11-01 15:30:00,"10.1.219.92","/global-search",200,"GET","Malicious",48,"Bot Scanning"
2025-11-01 15:35:00,"10.1.174.169","/global-search",200,"GET","Malicious",20,"Suspicious Parameters"
2025-11-01 15:40:00,"10.1.196.61","/api",404,"GET","Malicious",24,"Admin Access"
2025-11-01 15:45:00,"10.1.3.12","/admin",403,"GET","Malicious",1,"Admin Access"
2025-11-01 15:50:00,"10.1.207.58","/global-search",403,"GET","Malicious",10,"Normal Traffic"
2025-11-01 15:55:00,"10.1.207.58","/resources",200,"GET","Malicious",25,"Normal Traffic"
2025-11-01 16:00:00,"10.1.163.13","/api",200,"GET","Malicious",49,"Normal Traffic"
2025-11-01 16:05:00,"10.1.68.206","/global-search",404,"GET","Legitimate",11,"Bot Scanning"
2025-11-01 16:10:00,"10.1.90.254","/global-search",200,"GET","Malicious",22,"Suspicious Parameters"
2025-11-01 16:15:00,"10.1.169.9","/resources",200,"GET","Malicious",0,"Suspicious Parameters"
2025-11-01 16:20:00,"10.1.248.54","/api",403,"GET","Malicious",47,"Suspicious Parameters"
2025-11-01 16:25:00,"10.1.215.48","/global-search",200,"GET","Malicious",25,"Normal Traffic"
2025-11-01 16:30:00,"10.1.40.4","/resources",404,"GET","Malicious",2,"Suspicious Parameters"
2025-11-01 16:35:00,"10.1.164.181","/admin",200,"GET","Malicious",18,"Suspicious Parameters"
2025-11-01 16:40:00,"10.1.189.216","/global-search",403,"GET","Legitimate",10,"Normal Traffic"
2025-11-01 16:45:00,"10.1.14.180","/admin",200,"GET","Legitimate",21,"Bot Scanning"
2025-11-01 16:50:00,"10.1.255.29","/global-search",403,"GET","Malicious",13,"Admin Access"
2025-11-01 16:55:00,"10.1.156.9","/resources",404,"GET","Malicious",27,"Admin Access"
2025-11-01 17:00:00,"10.1.91.217","/admin",200,"GET","Malicious",5,"Suspicious Parameters"
2025-11-01 17:05:00,"10.1.182.147","/api",200,"GET","Legitimate",32,"Bot Scanning"
2025-11-01 17:10:00,"10.1.145.215","/admin",404,"GET","Legitimate",4,"Normal Traffic"
2025-11-01 17:15:00,"10.1.255.29","/global-search",200,"GET","Legitimate",23,"Suspicious Parameters"
2025-11-01 17:20:00,"10.1.140.70","/admin",200,"GET","Legitimate",13,"Normal Traffic"
2025-11-01 17:25:00,"10.1.120.48","/admin",404,"GET","Malicious",50,"Normal Traffic"
2025-11-01 17:30:00,"10.1.135.179","/resources",200,"GET","Malicious",7,"Normal Traffic"
2025-11-01 17:35:00,"10.1.28.101","/admin",200,"GET","Malicious",38,"Normal Traffic"
2025-11-01 17:40:00,"10.1.2.30","/api",403,"GET","Malicious",11,"Admin Access"
2025-11-01 17:45:00,"10.1.156.200","/global-search",200,"GET","Malicious",43,"Normal Traffic"
2025-11-01 17:50:00,"10.1.135.179","/api",200,"GET","Suspicious",7,"Bot Scanning"
2025-11-01 17:55:00,"10.1.132.26","/global-search",200,"GET","Legitimate",37,"Normal Traffic"
2025-11-01 18:00:00,"10.1.255.29","/admin",404,"GET","Malicious",38,"Bot Scanning"
2025-11-01 18:05:00,"10.1.111.249","/global-search",403,"GET","Malicious",44,"Normal Traffic"
2025-11-01 18:10:00,"10.1.151.207","/global-search",404,"GET","Malicious",9,"Normal Traffic"
2025-11-01 18:15:00,"10.1.151.207","/global-search",200,"GET","Malicious",44,"Bot Scanning"
2025-11-01 18:20:00,"10.1.55.90","/resources",200,"GET","Malicious",17,"Admin Access"
2025-11-01 18:25:00,"10.1.31.206","/api",200,"GET","Suspicious",2,"Admin Access"
2025-11-01 18:30:00,"10.1.247.27","/api",200,"GET","Legitimate",32,"Normal Traffic"
2025-11-01 18:35:00,"10.1.5.212","/global-search",200,"GET","Legitimate",21,"Suspicious Parameters"
2025-11-01 18:40:00,"10.1.127.123","/admin",404,"GET","Legitimate",4,"Suspicious Parameters"
2025-11-01 18:45:00,"10.1.207.84","/resources",404,"GET","Legitimate",30,"Admin Access"
2025-11-01 18:50:00,"10.1.14.180","/admin",200,"GET","Legitimate",12,"Bot Scanning"
2025-11-01 18:55:00,"10.1.137.157","/resources",200,"GET","Legitimate",44,"Normal Traffic"
2025-11-01 19:00:00,"10.1.41.168","/resources",200,"GET","Malicious",34,"Admin Access"
2025-11-01 19:05:00,"10.1.80.104","/admin",200,"GET","Suspicious",5,"Suspicious Parameters"
2025-11-01 19:10:00,"10.1.88.137","/api",200,"GET","Malicious",3,"Admin Access"
2025-11-01 19:15:00,"10.1.2.126","/global-search",200,"GET","Legitimate",26,"Suspicious Parameters"
2025-11-01 19:20:00,"10.1.176.115","/admin",200,"GET","Malicious",9,"Normal Traffic"
2025-11-01 19:25:00,"10.1.112.117","/resources",403,"GET","Malicious",15,"Normal Traffic"
2025-11-01 19:30:00,"10.1.28.35","/global-search",200,"GET","Legitimate",49,"Bot Scanning"
2025-11-01 19:35:00,"10.1.55.90","/admin",403,"GET","Malicious",43,"Normal Traffic"
2025-11-01 19:40:00,"10.1.117.56","/global-search",404,"GET","Suspicious",8,"Admin Access"
2025-11-01 19:45:00,"10.1.255.29","/admin",200,"GET","Malicious",23,"Suspicious Parameters"
2025-11-01 19:50:00,"10.1.72.143","/admin",200,"GET","Malicious",7,"Admin Access"
2025-11-01 19:55:00,"10.1.37.113","/global-search",404,"GET","Malicious",6,"Bot Scanning"
2025-11-01 20:00:00,"10.1.53.164","/global-search",200,"GET","Legitimate",50,"Bot Scanning"
2025-11-01 20:05:00,"10.1.241.107","/api",200,"GET","Malicious",11,"Bot Scanning"
2025-11-01 20:10:00,"10.1.121.13","/resources",404,"GET","Malicious",17,"Admin Access"
2025-11-01 20:15:00,"10.1.237.251","/global-search",500,"GET","Malicious",16,"Normal Traffic"
2025-11-01 20:20:00,"10.1.84.138","/admin",200,"GET","Malicious",48,"Suspicious Parameters"
2025-11-01 20:25:00,"10.1.68.224","/admin",404,"GET","Malicious",35,"Suspicious Parameters"
2025-11-01 20:30:00,"10.1.241.107","/global-search",404,"GET","Malicious",16,"Bot Scanning"
2025-11-01 20:35:00,"10.1.137.157","/admin",200,"GET","Suspicious",0,"Suspicious Parameters"
2025-11-01 20:40:00,"10.1.0.188","/global-search",200,"GET","Malicious",9,"Admin Access"
2025-11-01 20:45:00,"10.1.112.117","/admin",200,"GET","Legitimate",23,"Suspicious Parameters"
2025-11-01 20:50:00,"10.1.19.117","/admin",404,"GET","Malicious",0,"Normal Traffic"
2025-11-01 20:55:00,"10.1.112.117","/resources",200,"GET","Malicious",1,"Normal Traffic"
2025-11-01 21:00:00,"10.1.156.9","/api",200,"GET","Legitimate",21,"Suspicious Parameters"
2025-11-01 21:05:00,"10.1.170.17","/admin",200,"GET","Legitimate",10,"Suspicious Parameters"
2025-11-01 21:10:00,"10.1.211.226","/admin",200,"GET","Malicious",2,"Admin Access"
2025-11-01 21:15:00,"10.1.177.123","/api",404,"GET","Malicious",48,"Normal Traffic"
2025-11-01 21:20:00,"10.1.113.137","/global-search",403,"GET","Malicious",41,"Admin Access"
2025-11-01 21:25:00,"10.1.112.117","/global-search",200,"GET","Malicious",15,"Bot Scanning"
2025-11-01 21:30:00,"10.1.127.162","/global-search",404,"GET","Legitimate",41,"Suspicious Parameters"
2025-11-01 21:35:00,"10.1.121.13","/global-search",200,"GET","Malicious",7,"Suspicious Parameters"
2025-11-01 21:40:00,"10.1.153.36","/resources",200,"GET","Legitimate",31,"Normal Traffic"
2025-11-01 21:45:00,"10.1.230.211","/api",403,"GET","Malicious",10,"Suspicious Parameters"
2025-11-01 21:50:00,"10.1.127.123","/global-search",403,"GET","Malicious",22,"Bot Scanning"
2025-11-01 21:55:00,"10.1.244.0","/global-search",200,"GET","Legitimate",0,"Suspicious Parameters"
2025-11-01 22:00:00,"10.1.23.94","/admin",500,"GET","Legitimate",47,"Admin Access"
2025-11-01 22:05:00,"10.1.13.146","/api",403,"GET","Malicious",48,"Suspicious Parameters"
2025-11-01 22:10:00,"10.1.223.104","/admin",200,"GET","Legitimate",46,"Normal Traffic"
2025-11-01 22:15:00,"10.1.56.181","/api",404,"GET","Malicious",43,"Normal Traffic"
2025-11-01 22:20:00,"10.1.161.181","/admin",403,"GET","Malicious",20,"Admin Access"
2025-11-01 22:25:00,"10.1.33.50","/global-search",403,"GET","Legitimate",39,"Bot Scanning"
2025-11-01 22:30:00,"10.1.225.222","/global-search",404,"GET","Malicious",5,"Normal Traffic"
2025-11-01 22:35:00,"10.1.237.10","/admin",403,"GET","Legitimate",17,"Normal Traffic"
2025-11-01 22:40:00,"10.1.200.239","/api",200,"GET","Malicious",4,"Admin Access"
2025-11-01 22:45:00,"10.1.145.189","/global-search",403,"GET","Malicious",19,"Bot Scanning"
2025-11-01 22:50:00,"10.1.46.193","/api",403,"GET","Malicious",43,"Suspicious Parameters"
2025-11-01 22:55:00,"10.1.4.187","/global-search",403,"GET","Malicious",6,"Admin Access"
2025-11-01 23:00:00,"10.1.214.120","/global-search",200,"GET","Suspicious",13,"Bot Scanning"
2025-11-01 23:05:00,"10.1.81.216","/global-search",404,"GET","Malicious",5,"Normal Traffic"
2025-11-01 23:10:00,"10.1.205.112","/global-search",200,"GET","Malicious",15,"Normal Traffic"
2025-11-01 23:15:00,"10.1.224.42","/api",404,"GET","Malicious",25,"Bot Scanning"
2025-11-01 23:20:00,"10.1.140.70","/admin",403,"GET","Malicious",42,"Bot Scanning"
