Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2022/04/21,AAPL,AAPL,S,CBOE,117036
2022/04/22,AAPL,AAPL,S,CBOE,121166
2022/04/25,AAPL,AAPL,S,CBOE,88831
2022/04/26,AAPL,AAPL,S,CBOE,79171
2022/04/27,AAPL,AAPL,S,CBOE,80103
2022/04/28,AAPL,AAPL,S,CBOE,164121
2022/04/29,AAPL,AAPL,S,CBOE,167315
2022/05/02,AAPL,AAPL,S,CBOE,103920
2022/05/03,AAPL,AAPL,S,CBOE,74030
2022/05/04,AAPL,AAPL,S,CBOE,121405
2022/05/05,AAPL,AAPL,S,CBOE,157871
2022/05/06,AAPL,AAPL,S,CBOE,139411
2022/05/09,AAPL,AAPL,S,CBOE,109386
2022/05/10,AAPL,AAPL,S,CBOE,92899
2022/05/11,AAPL,AAPL,S,CBOE,157965
2022/05/12,AAPL,AAPL,S,CBOE,229378
2022/05/13,AAPL,AAPL,S,CBOE,175649
2022/05/16,AAPL,AAPL,S,CBOE,100269
2022/05/17,AAPL,AAPL,S,CBOE,107127
2022/05/18,AAPL,AAPL,S,CBOE,164503
2022/05/19,AAPL,AAPL,S,CBOE,222173
2022/05/20,AAPL,AAPL,S,CBOE,234917
2022/05/23,AAPL,AAPL,S,CBOE,127047
2022/05/24,AAPL,AAPL,S,CBOE,82346
2022/05/25,AAPL,AAPL,S,CBOE,77104
2022/05/26,AAPL,AAPL,S,CBOE,120167
2022/05/27,AAPL,AAPL,S,CBOE,159594
2022/05/31,AAPL,AAPL,S,CBOE,102151
2022/06/01,AAPL,AAPL,S,CBOE,95602
2022/06/02,AAPL,AAPL,S,CBOE,90098
2022/06/03,AAPL,AAPL,S,CBOE,151300
2022/06/06,AAPL,AAPL,S,CBOE,82888
2022/06/07,AAPL,AAPL,S,CBOE,73696
2022/06/08,AAPL,AAPL,S,CBOE,61299
2022/06/09,AAPL,AAPL,S,CBOE,90772
2022/06/10,AAPL,AAPL,S,CBOE,151318
2022/06/13,AAPL,AAPL,S,CBOE,126160
2022/06/14,AAPL,AAPL,S,CBOE,82045
2022/06/15,AAPL,AAPL,S,CBOE,82846
2022/06/16,AAPL,AAPL,S,CBOE,137419
2022/06/17,AAPL,AAPL,S,CBOE,122203
2022/06/21,AAPL,AAPL,S,CBOE,80101
2022/06/22,AAPL,AAPL,S,CBOE,96037
2022/06/23,AAPL,AAPL,S,CBOE,97412
2022/06/24,AAPL,AAPL,S,CBOE,158868
2022/06/27,AAPL,AAPL,S,CBOE,58365
2022/06/28,AAPL,AAPL,S,CBOE,88337
2022/06/29,AAPL,AAPL,S,CBOE,71457
2022/06/30,AAPL,AAPL,S,CBOE,124534
2022/07/01,AAPL,AAPL,S,CBOE,88692
2022/07/05,AAPL,AAPL,S,CBOE,66913
2022/07/06,AAPL,AAPL,S,CBOE,77400
2022/07/07,AAPL,AAPL,S,CBOE,115884
2022/07/08,AAPL,AAPL,S,CBOE,123890
2022/07/11,AAPL,AAPL,S,CBOE,60175
2022/07/12,AAPL,AAPL,S,CBOE,100700
2022/07/13,AAPL,AAPL,S,CBOE,90910
2022/07/14,AAPL,AAPL,S,CBOE,140779
2022/07/15,AAPL,AAPL,S,CBOE,131712
2022/07/18,AAPL,AAPL,S,CBOE,127544
2022/07/19,AAPL,AAPL,S,CBOE,93963
2022/07/20,AAPL,AAPL,S,CBOE,108501
2022/07/21,AAPL,AAPL,S,CBOE,113484
2022/07/22,AAPL,AAPL,S,CBOE,113564
2022/07/25,AAPL,AAPL,S,CBOE,67895
2022/07/26,AAPL,AAPL,S,CBOE,64075
2022/07/27,AAPL,AAPL,S,CBOE,133625
2022/07/28,AAPL,AAPL,S,CBOE,226459
2022/07/29,AAPL,AAPL,S,CBOE,236623
2022/08/01,AAPL,AAPL,S,CBOE,85844
2022/08/02,AAPL,AAPL,S,CBOE,79816
2022/08/03,AAPL,AAPL,S,CBOE,138296
2022/08/04,AAPL,AAPL,S,CBOE,116086
2022/08/05,AAPL,AAPL,S,CBOE,94125
2022/08/08,AAPL,AAPL,S,CBOE,86692
2022/08/09,AAPL,AAPL,S,CBOE,72646
2022/08/10,AAPL,AAPL,S,CBOE,121036
2022/08/11,AAPL,AAPL,S,CBOE,95288
2022/08/12,AAPL,AAPL,S,CBOE,125414
2022/08/15,AAPL,AAPL,S,CBOE,91127
2022/08/16,AAPL,AAPL,S,CBOE,89517
2022/08/17,AAPL,AAPL,S,CBOE,179744
2022/08/18,AAPL,AAPL,S,CBOE,112025
2022/08/19,AAPL,AAPL,S,CBOE,130401
2022/08/22,AAPL,AAPL,S,CBOE,104307
2022/08/23,AAPL,AAPL,S,CBOE,91076
2022/08/24,AAPL,AAPL,S,CBOE,89381
2022/08/25,AAPL,AAPL,S,CBOE,97042
2022/08/26,AAPL,AAPL,S,CBOE,175323
2022/08/29,AAPL,AAPL,S,CBOE,129134
2022/08/30,AAPL,AAPL,S,CBOE,112210
2022/08/31,AAPL,AAPL,S,CBOE,96184
2022/09/01,AAPL,AAPL,S,CBOE,158774
2022/09/02,AAPL,AAPL,S,CBOE,152023
2022/09/06,AAPL,AAPL,S,CBOE,106351
2022/09/07,AAPL,AAPL,S,CBOE,157508
2022/09/08,AAPL,AAPL,S,CBOE,156001
2022/09/09,AAPL,AAPL,S,CBOE,129986
2022/09/12,AAPL,AAPL,S,CBOE,166640
2022/09/13,AAPL,AAPL,S,CBOE,192726
2022/09/14,AAPL,AAPL,S,CBOE,161623
2022/09/15,AAPL,AAPL,S,CBOE,155833
2022/09/16,AAPL,AAPL,S,CBOE,204095
2022/09/19,AAPL,AAPL,S,CBOE,110023
2022/09/20,AAPL,AAPL,S,CBOE,148140
2022/09/21,AAPL,AAPL,S,CBOE,174612
2022/09/22,AAPL,AAPL,S,CBOE,164679
2022/09/23,AAPL,AAPL,S,CBOE,203827
2022/09/26,AAPL,AAPL,S,CBOE,106643
2022/09/27,AAPL,AAPL,S,CBOE,94322
2022/09/28,AAPL,AAPL,S,CBOE,203377
2022/09/29,AAPL,AAPL,S,CBOE,220950
2022/09/30,AAPL,AAPL,S,CBOE,175758
2022/10/03,AAPL,AAPL,S,CBOE,141306
2022/10/04,AAPL,AAPL,S,CBOE,92639
2022/10/05,AAPL,AAPL,S,CBOE,120708
2022/10/06,AAPL,AAPL,S,CBOE,107865
2022/10/07,AAPL,AAPL,S,CBOE,154173
2022/10/10,AAPL,AAPL,S,CBOE,94486
2022/10/11,AAPL,AAPL,S,CBOE,76364
2022/10/12,AAPL,AAPL,S,CBOE,85366
2022/10/13,AAPL,AAPL,S,CBOE,169435
2022/10/14,AAPL,AAPL,S,CBOE,129023
2022/10/17,AAPL,AAPL,S,CBOE,81937
2022/10/18,AAPL,AAPL,S,CBOE,128243
2022/10/19,AAPL,AAPL,S,CBOE,90174
2022/10/20,AAPL,AAPL,S,CBOE,130727
2022/10/21,AAPL,AAPL,S,CBOE,162773
2022/10/24,AAPL,AAPL,S,CBOE,82139
2022/10/25,AAPL,AAPL,S,CBOE,81639
2022/10/26,AAPL,AAPL,S,CBOE,116395
2022/10/27,AAPL,AAPL,S,CBOE,241068
2022/10/28,AAPL,AAPL,S,CBOE,328075
2022/10/31,AAPL,AAPL,S,CBOE,89369
2022/11/01,AAPL,AAPL,S,CBOE,101112
2022/11/02,AAPL,AAPL,S,CBOE,141424
2022/11/03,AAPL,AAPL,S,CBOE,170467
2022/11/04,AAPL,AAPL,S,CBOE,270572
2022/11/07,AAPL,AAPL,S,CBOE,127581
2022/11/08,AAPL,AAPL,S,CBOE,126641
2022/11/09,AAPL,AAPL,S,CBOE,122508
2022/11/10,AAPL,AAPL,S,CBOE,201214
2022/11/11,AAPL,AAPL,S,CBOE,218497
2022/11/14,AAPL,AAPL,S,CBOE,112990
2022/11/15,AAPL,AAPL,S,CBOE,163277
2022/11/16,AAPL,AAPL,S,CBOE,87916
2022/11/17,AAPL,AAPL,S,CBOE,130836
2022/11/18,AAPL,AAPL,S,CBOE,142396
2022/11/21,AAPL,AAPL,S,CBOE,95441
2022/11/22,AAPL,AAPL,S,CBOE,115399
2022/11/23,AAPL,AAPL,S,CBOE,114272
2022/11/25,AAPL,AAPL,S,CBOE,107524
2022/11/28,AAPL,AAPL,S,CBOE,142657
2022/11/29,AAPL,AAPL,S,CBOE,178858
2022/11/30,AAPL,AAPL,S,CBOE,206047
2022/12/01,AAPL,AAPL,S,CBOE,127370
2022/12/02,AAPL,AAPL,S,CBOE,99112
2022/12/05,AAPL,AAPL,S,CBOE,123940
2022/12/06,AAPL,AAPL,S,CBOE,109682
2022/12/07,AAPL,AAPL,S,CBOE,142336
2022/12/08,AAPL,AAPL,S,CBOE,74947
2022/12/09,AAPL,AAPL,S,CBOE,134778
2022/12/12,AAPL,AAPL,S,CBOE,75221
2022/12/13,AAPL,AAPL,S,CBOE,102937
2022/12/14,AAPL,AAPL,S,CBOE,118136
2022/12/15,AAPL,AAPL,S,CBOE,162274
2022/12/16,AAPL,AAPL,S,CBOE,281060
2022/12/19,AAPL,AAPL,S,CBOE,152728
2022/12/20,AAPL,AAPL,S,CBOE,140310
2022/12/21,AAPL,AAPL,S,CBOE,271012
2022/12/22,AAPL,AAPL,S,CBOE,227795
2022/12/23,AAPL,AAPL,S,CBOE,126937
2022/12/27,AAPL,AAPL,S,CBOE,115461
2022/12/28,AAPL,AAPL,S,CBOE,288496
2022/12/29,AAPL,AAPL,S,CBOE,193632
2022/12/30,AAPL,AAPL,S,CBOE,159962
2023/01/03,AAPL,AAPL,S,CBOE,192270
2023/01/04,AAPL,AAPL,S,CBOE,161166
2023/01/05,AAPL,AAPL,S,CBOE,133843
2023/01/06,AAPL,AAPL,S,CBOE,184328
2023/01/09,AAPL,AAPL,S,CBOE,105088
2023/01/10,AAPL,AAPL,S,CBOE,88717
2023/01/11,AAPL,AAPL,S,CBOE,95431
2023/01/12,AAPL,AAPL,S,CBOE,112843
2023/01/13,AAPL,AAPL,S,CBOE,126533
2023/01/17,AAPL,AAPL,S,CBOE,109426
2023/01/18,AAPL,AAPL,S,CBOE,199581
2023/01/19,AAPL,AAPL,S,CBOE,106397
2023/01/20,AAPL,AAPL,S,CBOE,155859
2023/01/23,AAPL,AAPL,S,CBOE,149651
2023/01/24,AAPL,AAPL,S,CBOE,108563
2023/01/25,AAPL,AAPL,S,CBOE,94341
2023/01/26,AAPL,AAPL,S,CBOE,104673
2023/01/27,AAPL,AAPL,S,CBOE,166119
2023/01/30,AAPL,AAPL,S,CBOE,65605
2023/01/31,AAPL,AAPL,S,CBOE,51226
2023/02/01,AAPL,AAPL,S,CBOE,80973
2023/02/02,AAPL,AAPL,S,CBOE,198287
2023/02/03,AAPL,AAPL,S,CBOE,367903
2023/02/06,AAPL,AAPL,S,CBOE,126063
2023/02/07,AAPL,AAPL,S,CBOE,103602
2023/02/08,AAPL,AAPL,S,CBOE,84827
2023/02/09,AAPL,AAPL,S,CBOE,79914
2023/02/10,AAPL,AAPL,S,CBOE,84499
2023/02/13,AAPL,AAPL,S,CBOE,76432
2023/02/14,AAPL,AAPL,S,CBOE,65566
2023/02/15,AAPL,AAPL,S,CBOE,93344
2023/02/16,AAPL,AAPL,S,CBOE,96907
2023/02/17,AAPL,AAPL,S,CBOE,101808
2023/02/21,AAPL,AAPL,S,CBOE,85969
2023/02/22,AAPL,AAPL,S,CBOE,81108
2023/02/23,AAPL,AAPL,S,CBOE,73962
2023/02/24,AAPL,AAPL,S,CBOE,101180
2023/02/27,AAPL,AAPL,S,CBOE,59537
2023/02/28,AAPL,AAPL,S,CBOE,71609
2023/03/01,AAPL,AAPL,S,CBOE,87345
2023/03/02,AAPL,AAPL,S,CBOE,70459
2023/03/03,AAPL,AAPL,S,CBOE,118716
2023/03/06,AAPL,AAPL,S,CBOE,138733
2023/03/07,AAPL,AAPL,S,CBOE,66551
2023/03/08,AAPL,AAPL,S,CBOE,71116
2023/03/09,AAPL,AAPL,S,CBOE,105927
2023/03/10,AAPL,AAPL,S,CBOE,101586
2023/03/13,AAPL,AAPL,S,CBOE,80092
2023/03/14,AAPL,AAPL,S,CBOE,75114
2023/03/15,AAPL,AAPL,S,CBOE,55398
2023/03/16,AAPL,AAPL,S,CBOE,101463
2023/03/17,AAPL,AAPL,S,CBOE,106520
2023/03/20,AAPL,AAPL,S,CBOE,75499
2023/03/21,AAPL,AAPL,S,CBOE,79425
2023/03/22,AAPL,AAPL,S,CBOE,134807
2023/03/23,AAPL,AAPL,S,CBOE,85100
2023/03/24,AAPL,AAPL,S,CBOE,99606
2023/03/27,AAPL,AAPL,S,CBOE,59165
2023/03/28,AAPL,AAPL,S,CBOE,52161
2023/03/29,AAPL,AAPL,S,CBOE,60166
2023/03/30,AAPL,AAPL,S,CBOE,75990
2023/03/31,AAPL,AAPL,S,CBOE,103597
2023/04/03,AAPL,AAPL,S,CBOE,77997
2023/04/04,AAPL,AAPL,S,CBOE,60153
2023/04/05,AAPL,AAPL,S,CBOE,100634
2023/04/06,AAPL,AAPL,S,CBOE,79924
2023/04/10,AAPL,AAPL,S,CBOE,71171
2023/04/11,AAPL,AAPL,S,CBOE,59693
2023/04/12,AAPL,AAPL,S,CBOE,63990
2023/04/13,AAPL,AAPL,S,CBOE,137007
2023/04/14,AAPL,AAPL,S,CBOE,102982
2023/04/17,AAPL,AAPL,S,CBOE,54575
2023/04/18,AAPL,AAPL,S,CBOE,76784
2023/04/19,AAPL,AAPL,S,CBOE,96389
2023/04/20,AAPL,AAPL,S,CBOE,93298
2023/04/21,AAPL,AAPL,S,CBOE,102030
2023/04/24,AAPL,AAPL,S,CBOE,51697
2023/04/25,AAPL,AAPL,S,CBOE,77069
2023/04/26,AAPL,AAPL,S,CBOE,61143
2023/04/27,AAPL,AAPL,S,CBOE,88008
2023/04/28,AAPL,AAPL,S,CBOE,97724
2023/05/01,AAPL,AAPL,S,CBOE,65269
2023/05/02,AAPL,AAPL,S,CBOE,47349
2023/05/03,AAPL,AAPL,S,CBOE,104279
2023/05/04,AAPL,AAPL,S,CBOE,149959
2023/05/05,AAPL,AAPL,S,CBOE,258809
2023/05/08,AAPL,AAPL,S,CBOE,85667
2023/05/09,AAPL,AAPL,S,CBOE,65701
2023/05/10,AAPL,AAPL,S,CBOE,96223
2023/05/11,AAPL,AAPL,S,CBOE,110843
2023/05/12,AAPL,AAPL,S,CBOE,88327
2023/05/15,AAPL,AAPL,S,CBOE,52943
2023/05/16,AAPL,AAPL,S,CBOE,51967
2023/05/17,AAPL,AAPL,S,CBOE,94127
2023/05/18,AAPL,AAPL,S,CBOE,87131
2023/05/19,AAPL,AAPL,S,CBOE,102877
2023/05/22,AAPL,AAPL,S,CBOE,62459
2023/05/23,AAPL,AAPL,S,CBOE,67558
2023/05/24,AAPL,AAPL,S,CBOE,72419
2023/05/25,AAPL,AAPL,S,CBOE,104288
2023/05/26,AAPL,AAPL,S,CBOE,95030
2023/05/30,AAPL,AAPL,S,CBOE,119375
2023/05/31,AAPL,AAPL,S,CBOE,129548
2023/06/01,AAPL,AAPL,S,CBOE,131767
2023/06/02,AAPL,AAPL,S,CBOE,148493
2023/06/05,AAPL,AAPL,S,CBOE,352032
2023/06/06,AAPL,AAPL,S,CBOE,171735
2023/06/07,AAPL,AAPL,S,CBOE,139627
2023/06/08,AAPL,AAPL,S,CBOE,133120
2023/06/09,AAPL,AAPL,S,CBOE,142786
2023/06/12,AAPL,AAPL,S,CBOE,92179
2023/06/13,AAPL,AAPL,S,CBOE,101839
2023/06/14,AAPL,AAPL,S,CBOE,158516
2023/06/15,AAPL,AAPL,S,CBOE,173885
2023/06/16,AAPL,AAPL,S,CBOE,121599
2023/06/20,AAPL,AAPL,S,CBOE,86313
2023/06/21,AAPL,AAPL,S,CBOE,90204
2023/06/22,AAPL,AAPL,S,CBOE,106220
2023/06/23,AAPL,AAPL,S,CBOE,124992
2023/06/26,AAPL,AAPL,S,CBOE,98766
2023/06/27,AAPL,AAPL,S,CBOE,103216
2023/06/28,AAPL,AAPL,S,CBOE,107258
2023/06/29,AAPL,AAPL,S,CBOE,123919
2023/06/30,AAPL,AAPL,S,CBOE,289420
2023/07/03,AAPL,AAPL,S,CBOE,98856
2023/07/05,AAPL,AAPL,S,CBOE,121658
2023/07/06,AAPL,AAPL,S,CBOE,120125
2023/07/07,AAPL,AAPL,S,CBOE,119589
2023/07/10,AAPL,AAPL,S,CBOE,114649
2023/07/11,AAPL,AAPL,S,CBOE,99740
2023/07/12,AAPL,AAPL,S,CBOE,138335
2023/07/13,AAPL,AAPL,S,CBOE,102725
2023/07/14,AAPL,AAPL,S,CBOE,107551
2023/07/17,AAPL,AAPL,S,CBOE,154789
2023/07/18,AAPL,AAPL,S,CBOE,135123
2023/07/19,AAPL,AAPL,S,CBOE,242822
2023/07/20,AAPL,AAPL,S,CBOE,189678
2023/07/21,AAPL,AAPL,S,CBOE,126953
2023/07/24,AAPL,AAPL,S,CBOE,72049
2023/07/25,AAPL,AAPL,S,CBOE,78031
2023/07/26,AAPL,AAPL,S,CBOE,81820
2023/07/27,AAPL,AAPL,S,CBOE,137941
2023/07/28,AAPL,AAPL,S,CBOE,111824
2023/07/31,AAPL,AAPL,S,CBOE,50221
2023/08/01,AAPL,AAPL,S,CBOE,49453
2023/08/02,AAPL,AAPL,S,CBOE,87744
2023/08/03,AAPL,AAPL,S,CBOE,148878
2023/08/04,AAPL,AAPL,S,CBOE,309153
2023/08/07,AAPL,AAPL,S,CBOE,209057
2023/08/08,AAPL,AAPL,S,CBOE,131821
2023/08/09,AAPL,AAPL,S,CBOE,131863
2023/08/10,AAPL,AAPL,S,CBOE,119820
2023/08/11,AAPL,AAPL,S,CBOE,136572
2023/08/14,AAPL,AAPL,S,CBOE,92216
2023/08/15,AAPL,AAPL,S,CBOE,95802
2023/08/16,AAPL,AAPL,S,CBOE,156839
2023/08/17,AAPL,AAPL,S,CBOE,249769
2023/08/18,AAPL,AAPL,S,CBOE,135605
2023/08/21,AAPL,AAPL,S,CBOE,100964
2023/08/22,AAPL,AAPL,S,CBOE,79009
2023/08/23,AAPL,AAPL,S,CBOE,142953
2023/08/24,AAPL,AAPL,S,CBOE,100796
2023/08/25,AAPL,AAPL,S,CBOE,97139
2023/08/28,AAPL,AAPL,S,CBOE,93504
2023/08/29,AAPL,AAPL,S,CBOE,160979
2023/08/30,AAPL,AAPL,S,CBOE,191857
2023/08/31,AAPL,AAPL,S,CBOE,151088
2023/09/01,AAPL,AAPL,S,CBOE,124246
2023/09/05,AAPL,AAPL,S,CBOE,96994
2023/09/06,AAPL,AAPL,S,CBOE,173502
2023/09/07,AAPL,AAPL,S,CBOE,256627
2023/09/08,AAPL,AAPL,S,CBOE,173615
2023/09/11,AAPL,AAPL,S,CBOE,103529
2023/09/12,AAPL,AAPL,S,CBOE,231898
2023/09/13,AAPL,AAPL,S,CBOE,178470
2023/09/14,AAPL,AAPL,S,CBOE,112190
2023/09/15,AAPL,AAPL,S,CBOE,110256
2023/09/18,AAPL,AAPL,S,CBOE,109364
2023/09/19,AAPL,AAPL,S,CBOE,70206
2023/09/20,AAPL,AAPL,S,CBOE,89277
2023/09/21,AAPL,AAPL,S,CBOE,85288
2023/09/22,AAPL,AAPL,S,CBOE,91191
2023/09/25,AAPL,AAPL,S,CBOE,73826
2023/09/26,AAPL,AAPL,S,CBOE,113269
2023/09/27,AAPL,AAPL,S,CBOE,133149
2023/09/28,AAPL,AAPL,S,CBOE,109270
2023/09/29,AAPL,AAPL,S,CBOE,89165
2023/10/02,AAPL,AAPL,S,CBOE,63892
2023/10/03,AAPL,AAPL,S,CBOE,60723
2023/10/04,AAPL,AAPL,S,CBOE,76113
2023/10/05,AAPL,AAPL,S,CBOE,62722
2023/10/06,AAPL,AAPL,S,CBOE,90325
2023/10/09,AAPL,AAPL,S,CBOE,53855
2023/10/10,AAPL,AAPL,S,CBOE,68645
2023/10/11,AAPL,AAPL,S,CBOE,79366
2023/10/12,AAPL,AAPL,S,CBOE,118283
2023/10/13,AAPL,AAPL,S,CBOE,90309
2023/10/16,AAPL,AAPL,S,CBOE,78821
2023/10/17,AAPL,AAPL,S,CBOE,86465
2023/10/18,AAPL,AAPL,S,CBOE,74664
2023/10/19,AAPL,AAPL,S,CBOE,71083
2023/10/20,AAPL,AAPL,S,CBOE,110373
2023/10/23,AAPL,AAPL,S,CBOE,81366
2023/10/24,AAPL,AAPL,S,CBOE,60418
2023/10/25,AAPL,AAPL,S,CBOE,96409
2023/10/26,AAPL,AAPL,S,CBOE,130835
2023/10/27,AAPL,AAPL,S,CBOE,85383
2023/10/30,AAPL,AAPL,S,CBOE,73386
2023/10/31,AAPL,AAPL,S,CBOE,49652
2023/11/01,AAPL,AAPL,S,CBOE,51909
2023/11/02,AAPL,AAPL,S,CBOE,182489
2023/11/03,AAPL,AAPL,S,CBOE,159449
2023/11/06,AAPL,AAPL,S,CBOE,91392
2023/11/07,AAPL,AAPL,S,CBOE,106969
2023/11/08,AAPL,AAPL,S,CBOE,79164
2023/11/09,AAPL,AAPL,S,CBOE,81229
2023/11/10,AAPL,AAPL,S,CBOE,114261
2023/11/13,AAPL,AAPL,S,CBOE,58948
2023/11/14,AAPL,AAPL,S,CBOE,75868
2023/11/15,AAPL,AAPL,S,CBOE,69044
2023/11/16,AAPL,AAPL,S,CBOE,119419
2023/11/17,AAPL,AAPL,S,CBOE,93216
2023/11/20,AAPL,AAPL,S,CBOE,68463
2023/11/21,AAPL,AAPL,S,CBOE,51076
2023/11/22,AAPL,AAPL,S,CBOE,52862
2023/11/24,AAPL,AAPL,S,CBOE,48984
2023/11/27,AAPL,AAPL,S,CBOE,49067
2023/11/28,AAPL,AAPL,S,CBOE,45409
2023/11/29,AAPL,AAPL,S,CBOE,51826
2023/11/30,AAPL,AAPL,S,CBOE,42834
2023/12/01,AAPL,AAPL,S,CBOE,65571
2023/12/04,AAPL,AAPL,S,CBOE,46901
2023/12/05,AAPL,AAPL,S,CBOE,88908
2023/12/06,AAPL,AAPL,S,CBOE,46785
2023/12/07,AAPL,AAPL,S,CBOE,57713
2023/12/08,AAPL,AAPL,S,CBOE,90537
2023/12/11,AAPL,AAPL,S,CBOE,58684
2023/12/12,AAPL,AAPL,S,CBOE,51245
2023/12/13,AAPL,AAPL,S,CBOE,106267
2023/12/14,AAPL,AAPL,S,CBOE,117275
2023/12/15,AAPL,AAPL,S,CBOE,77531
2023/12/18,AAPL,AAPL,S,CBOE,76889
2023/12/19,AAPL,AAPL,S,CBOE,34820
2023/12/20,AAPL,AAPL,S,CBOE,51883
2023/12/21,AAPL,AAPL,S,CBOE,72322
2023/12/22,AAPL,AAPL,S,CBOE,65701
2023/12/26,AAPL,AAPL,S,CBOE,57238
2023/12/27,AAPL,AAPL,S,CBOE,103791
2023/12/28,AAPL,AAPL,S,CBOE,67022
2023/12/29,AAPL,AAPL,S,CBOE,60172
2024/01/02,AAPL,AAPL,S,CBOE,97658
2024/01/03,AAPL,AAPL,S,CBOE,72288
2024/01/04,AAPL,AAPL,S,CBOE,103592
2024/01/05,AAPL,AAPL,S,CBOE,91535
2024/01/08,AAPL,AAPL,S,CBOE,74394
2024/01/09,AAPL,AAPL,S,CBOE,43370
2024/01/10,AAPL,AAPL,S,CBOE,97990
2024/01/11,AAPL,AAPL,S,CBOE,58716
2024/01/12,AAPL,AAPL,S,CBOE,55668
2024/01/16,AAPL,AAPL,S,CBOE,84072
2024/01/17,AAPL,AAPL,S,CBOE,57774
2024/01/18,AAPL,AAPL,S,CBOE,134941
2024/01/19,AAPL,AAPL,S,CBOE,133903
2024/01/22,AAPL,AAPL,S,CBOE,92827
2024/01/23,AAPL,AAPL,S,CBOE,63694
